Applicant Details,,"Eligibility Criteria
Decision Box – Eligibility
application_520_bundle.zip,Applicant_520,BTR/DSS/SHG/16175/2022,Kakamega,Dairy,Bank Statement,715124202,Fail,Out of scop(e in value chain(dairy farming with direct milk sales does not qualify under “Dairy (excluding farming),5, functioning governance ,2,Turnover <1M; sporadic records,2, Intermittent sales; weak channels; limited differentiation.,2,Vague plan; limited targets; unclear resourcing,2,Peripheral role; unclear node,3,Moderate inclusion; some intent on sustainability.,,Tier 1,100,40,40,40,40,60,10,8,8,10,6,6,48,0,48,144,
application_521_bundle.zip,Applicant_521, CS/985,Uasin Gishu,Dairy,Bank Statement,722555654,Pass,All Requirements met,5, functioning governance ,4,mostly stable; bank/Mpesa + one statement.,4,Consistent monthly orders; growing channels (incl. digital marketplaces); basic quality assurance.,3,"Direction clear; targets generic; budget rough.",3,weak linkages; potential to upgrade.,3,Moderate inclusion; some intent on sustainability.,,Tier 1,100,80,80,60,60,60,10,16,16,15,9,6,72,0,72,120,
application_522_bundle.zip,Applicant_522,DSD/37/208/01/70847,Kakamega,Dairy,Bank Statement,700859669,Fail,Out of scop(e in value chain(dairy farming with direct milk sales does not qualify under “Dairy (excluding farming),3,Registered <1 yr; basic structure in place.,2,Turnover <1M; sporadic records.,2, Intermittent sales; weak channels; limited differentiation.,2,Vague plan; limited targets; unclear resourcing,2,Peripheral role; unclear node.,3,Moderate inclusion; some intent on sustainability.,,Tier 1,60,40,40,40,40,60,6,8,8,10,6,6,44,0,44,#N/A,
application_523_bundle.zip,Applicant_523,BTR/DSD/SHG/8814/2012,Kakamega,Dairy,Bank Statement,719133360,Fail,Out of scop(e in value chain(dairy farming with direct milk sales does not qualify under “Dairy (excluding farming),5, functioning governance ,2," Turnover <1M; sporadic records.",2,Intermittent sales; weak channels; limited differentiation,2,Vague plan; limited targets; unclear resourcing,2,Peripheral role; unclear node.,2, Low inclusion,,,100,40,40,40,40,40,10,8,8,10,6,4,46,0,46,149,
application_524_bundle (1).zip,Applicant_524,PVT/2016/001230,Kiambu,Textile,Invalid mpesa statement,722479985,Fail,Invalid mpesa statement,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_525_bundle.zip,Applicant_525, PVT-V7UD6VV,Kisumu,Construction,Bank Statement,700444222,Pass,All Requirements met,5, functioning governance ,2," Turnover <1M; sporadic records.",2,Intermittent sales; weak channels; limited differentiation.,2,Vague plan; limited targets; unclear resourcing,2,Peripheral role; unclear node.,2, Low inclusion,,Tier 1,100,40,40,40,40,40,10,8,8,10,6,4,46,0,46,214,
application_526_bundle.zip,Applicant_526,BN-ZMCLRZ2D,Makueni,Other,Bank Statement,726391659,Fail,Out of scope in value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_527_bundle.zip,Applicant_527,PVT-5JUPJ62,Kiambu,Textile,Bank Statement,715202844,Pass,All Requirements met,4,documented leadership; meeting cadence,3, stable or recovering; at least one statement,3,Regular local sales,3,"Direction clear; targets generic; budget rough.",2,Peripheral role; unclear node.,2,"Low inclusion; ad-hoc green steps.",,,80,60,60,60,40,40,8,12,12,15,6,4,57,0,57,182,
application_528_bundle.zip,Applicant_528,DSD/37/207/01/97208,Kakamega,Other,Bank Statement,746610173,Fail,Out of scope in value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_529_bundle.zip,Applicant_529,DSS/MMS/WG/0848/2014,Kakamega,Other,Bank Statement,708761304,Fail,Out of scope in value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_530_bundle.zip,Applicant_530,DSD/37/207/01/97212,Kakamega,Other,Bank Statement,757844836,Fail,Out of scope in value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_531_bundle.zip,Applicant_531,CPR/2013/99042,Makueni,Minerals,Invalid Bank statement,740409701,Fail,Invalid Bank statement,,,,,,,,,,,,,P1,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,157,
application_532_bundle.zip,Applicant_532, PVT-XYUXE9D,Kiambu,Dairy,Bank and Mpesa Statement,722410067,Pass,All Requirements met,5, functioning governance ,5,Turnover ≥ KES 10M; positive 2,4,Consistent monthly orders,3, Direction clear; targets generic; budget rough,4,clear node participation; some linkages,4, Strong gender/youth participation,,Tier 2,100,100,80,60,80,80,10,20,16,15,12,8,81,0,81,70,
application_533_bundle.zip,Applicant_533,PVT-XYUPY9,Kiambu,Construction,Bank Statement,710507147,Pass,All Requirements met,5, functioning governance ,3,1–<5M; stable or recovering; at least one statement.,3,Regular local sales,3, Direction clear; targets generic; budget rough,3,weak linkages; potential to upgrade,4, Strong gender/youth participation,,Tier 2,100,60,60,60,60,80,10,12,12,15,9,8,66,0,66,146,
application_534_bundle.zip,Applicant_534,CS/15409,Bomet,Dairy,Bank Statement,722146982,Pass,All Requirements met,5, functioning governance ,4,mostly stable; bank/Mpesa + one statement.,4,Consistent monthly orders; growing channels,3, Direction clear; targets generic; budget rough,3,weak linkages; potential to upgrade,2,Low inclusion; ad-hoc green step,,Tier 1,100,80,80,60,60,40,10,16,16,15,9,4,70,0,70,132,
application_535_bundle.zip,Applicant_535, ASS-CE6D2D4,Tharaka Nithi,Other,Bank Statement,712435565,Fail,Out of scope in value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_536_bundle.zip,Applicant_536,BTR/DSS/CBO/0126/2022,Kakamega,Other,Bank Statement,714031789,Fail,Out of scope in value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_537_bundle.zip,Applicant_537,BTR/DSS/CBO/9577/2014,Kakamega,Other,Bank Statement,727636412,Fail,Out of scope in value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_538_bundle.zip,Applicant_538,CS/25352,Busia,Other,Invalid Bank statement,705368596,Fail,Out of scope in value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_539_bundle.zip,Applicant_539,BN-7ZCVE786,Makueni,Other,Invalid mpesa statement,715781830,Fail,Out of scope in value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_540_bundle.zip,Applicant_540,CS7295,West Pokot,Dairy,Bank Statement,729504204,Pass,All Requirements met,5, functioning governance ,5,Turnover ≥ KES 10M; positive 2,4,Consistent monthly orders,3, Direction clear; targets generic; budget rough,2, unclear node,2,Low inclusion,,Tier 1,100,100,80,60,40,40,10,20,16,15,6,4,71,0,71,123,
application_541_bundle.zip,Applicant_541,DSD/KAM/5/4/18(697),Nairobi,Textile,Bank Statement,725650143,Pass,All Requirements met,5, functioning governance ,2,sporadic records,2,weak sales  channels,2,limited targets; unclear resourcing.,2, unclear node,4,Strong gender/youth participation,,Tier 1,100,40,40,40,40,80,10,8,8,10,6,8,50,0,50,203,
application_542_bundle.zip,Applicant_542, CS12587,Bungoma,Other,Balance sheet,726954843,Fail,Out of scope in value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_543_bundle.zip,Applicant_543, CS/537,Bungoma,Dairy,Bank statement,703691695,Pass,All Requirements met,5, functioning governance ,3,stable financial position,2, weak channels,2, Vague plan; limited targets,2, unclear node,3,Moderate inclusion,,Tier 1,100,60,40,40,40,60,10,12,8,10,6,6,52,0,52,196,
application_544_bundle.zip,Applicant_544,CS/16787,Bungoma,Dairy,Bank statement,720287086,Pass,All Requirements met,5, functioning governance ,3,stable financial position,2,weak market demand challange,1,Aspirational; no plan,1,Marginal link.,3,Moderate inclusion,,Tier 1,100,60,40,20,20,60,10,12,8,5,3,6,44,0,44,218,
application_545_bundle.zip,Applicant_545,CS/16363,Bungoma,Dairy,Bank statement,715669132,Pass,All Requirements met,5, functioning governance ,4,mostly stable financial position,1,Sporadic sales; no channels,1,Aspirational; no plan,1,Marginal link.,3,Moderate inclusion,,Tier 1,100,80,20,20,20,60,10,16,4,5,3,6,44,0,44,218,
application_546_bundle.zip,Applicant_546, PVT-ZQUJQBA,Nairobi,Construction,Mpesa statement,710595641,Pass,All Requirements met,5, functioning governance ,3,stable financial position,2,Intermittent sales; weak channels,2, Vague plan; limited targets,2,: Peripheral role; unclear node.,3,Moderate inclusion,,Tier 2,100,60,40,40,40,60,10,12,8,10,6,6,52,0,52,196,
application_547_bundle.zip,Applicant_547,PVT-27U5J22M,Kirinyaga,Other,Invalid financial statement,720125165,Fail,Out of scope in value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_548_bundle.zip,Applicant_548,CSD/HDM/MSA/2021/05577,Mombasa,Textile,Invalid financial statement,721559200,Fail,Invalid financial statement,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_549_bundle.zip,Applicant_549,CLG - GYFAML,Kilifi,Edible Oils,Invalid financial statement,705519880,Fail,Invalid financial statement,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_550_bundle.zip,Applicant_550,CSD/MAT/SHC/07/222/0564 ,Nairobi,Other,Bank statement,713879338,Fail,Out of scope in value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_551_bundle.zip,Applicant_551, ASS-CB3DEC2,Uasin Gishu,Textile,Bank statement,713830707,Fail,Invalid registration certificate,,,,,,,,,,,,,DQ1,,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,DQ,#VALUE!,
application_552_bundle.zip,Applicant_552, PVT-3B1V8O7Z,Kilifi,Edible Oils,Invalid financial statement,769410954,Fail,Invalid financial statement,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_553_bundle (1).zip,Applicant_553,BN/2011/138892,Laikipia,Other,Mpesa statement,724259797,Fail,Out of scope in value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_554_bundle (1).zip,Applicant_554,BN-2OSJ8OAM,Homa Bay,Other,No financial evidence,700019112,Fail,Out of scope in value chain and incomplete financial statement,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_555_bundle.zip,Applicant_555, CPU/2013/97808,Trans Nzoia,Dairy,Bank statement,723015063,Fail,Invalid registration certificate,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_556_bundle.zip,Applicant_556,PVT-9L18E9ZE,Kiambu,Other,Balance Sheets,713590655,Fail,Out of scope value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_557_bundle.zip,Applicant_557,cs/24104,Narok,Dairy,Bank statement,724440408,Pass,All requirements met and satisfied,5,"Formally registered cooperative, structured governance. Strong growth in membership and employees. Proven operations (3+ years).",4,"Strong and steady revenue growth. Excellent profitability (net margins consistently high, ~40–50%). Financial management via Excel (not yet advanced ERP).",4,"Competes with Brookside and other formal dairies. Differentiator: probiotic yoghurt, strong local brand identity, cultural branding (Maasai-rooted). Already in schools, mini-supermarkets, local markets. Plans expansion to Nairobi, Nakuru, Eldoret, and tourist hubs.",4,"Clear objectives, reviewed quarterly, Expansion plan includes processing capacity scale-up, eco-friendly packaging, CRM, farmer training lab. Engaged in discussions with schools, mini-marts, institutions. well thought-out sustainability and market entry plan.",4,", packaging, and distribution. Provides training, capacity building, and quality control. Still constrained by scale and cold chain infrastructure",5,"Inclusivity: Majority women members, women founder, women-led governance, youth included.Sustainability: Rotational grazing, manure composting, rainwater harvesting, natural flavorings, organic practices, community training.Clear commitment to green business.",,Tier 1,100,80,80,80,80,100,10,16,16,20,12,10,84,0,84,53,
application_558_bundle (1).zip,Applicant_558,PVT-LRUY353L,Kilifi,Dairy,Bank statement,708546328,Pass,All requirements met and satisfied,3,"Registered private company.. Track record is short, only 2–3 years in operations,Very small scale (1 employee, ~50 liters/day)., Credibility boosted by detailed documentation and veterinary background of founder.",2,"Turnover is modest and inconsistent (big dip in 2023). Profits margins not fully credible (2022 profit seems too low vs turnover, 2023 profit higher than turnover) Shows growth ambition, but financially fragile.",4,"Competes with KCC/Brookside and local farmers. Differentiation: value addition (ice cream, yoghurt, mala) + farmer training (unique angle). Clear target markets: Kilifi, Mombasa, institutions, and possible exports. Shows solid understanding of industry gaps (informal dominance, poor infrastructure, low AI adoption).",4,"Very detailed proposal with clear objectives, metrics, milestones, and BDS needs. Focus on milk processing, farmer training, technology adoption, and market expansion. Has already engaged with Kilifi County livestock dept. + school buyers. Needs capital and equipment to scale.",3,"Currently at production + light processing (fermentation, training). Plans to expand into full processing (yogurt, mala, ice cream), institutional supply, aggregation. Potential to evolve from micro-producer into small aggregator/processor.",3,"nclusivity: No women ownership, but youth-led. Sustainability: Strong practices → AI breeding, fodder (Brachiaria), water harvesting (dam), planned solar cooling, farmer training. Strong emphasis on climate-smart dairy.",,Tier 2,60,40,80,80,60,60,6,8,16,20,9,6,65,0,65,151,
application_559_bundle.zip,Applicant_559,RA-R65QEK,Kwale,Textile,Cash Book registry,,Fail,No Financial evidence given,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_560_bundle.zip,Applicant_560,BTR/DSS/0672/2016,Kakamega,Dairy,Bank statement,719111323,Pass,All requirements met and satisfied,4,"Registered association, growing membership base. Has shown structured savings (merry-go-round, table banking) to build members’ assets.Track record is solid, but still relatively small scale.",3,Turnover: 80K (2022) → 85K (2023) → 100K (2024).,3,"Competes with individuals and packed milk distributors. Selling point: fresh, chemical-free, affordable milk. Demand is present but market scope is small and localized.",4,"Buy land & consolidate dairy herd. Invest in modern equipment (milking machines, freezers, processors). Establish a cooperative. Expand into value addition and online sales.",3,"Current role: milk production and direct sales to consumers. Proposed: expand into processing, value addition, and cooperative aggregation. Not yet integrated, but moving in the right direction.",4,"nclusivity: 62% women, 12 youth members. Sustainability: Conservation agriculture, tree planting, water protection. Demonstrates commitment to environmental stewardship.",,Tier 2,80,60,60,80,60,80,8,12,12,20,9,8,69,0,69,136,
application_561_bundle.zip,Applicant_561,BN-9PCGMZBE,Homa Bay,Dairy,Mpesa statement,724490035,Fail,"Mpesa statement is locked, cant be verified.",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_562_bundle (1).zip,Applicant_562,BN-GVCQ3EDDY,Vihiga,Dairy,Bank statement,722692475,Pass,All requirements met and satisfied,4,Formally registered private company. Rapid employee growth indicates strong operational expansion. No member base (not structured as cooperative/association).,3,Turnover: 500K (2022) → 800K (2023) → 1M (2024). Claimed profits exceed turnover in all years (510K–830K–300M). Indicates inconsistent financial reporting.,4,"Competes with Gisambai Dairies. Has local buyer base across Vihiga, Siaya, Kisumu, Kakamega. Ambitious expansion plan into Khwisero & Emuhaya.",4,"Plans: full value addition (2000 liters/day), cooler/freezer/milking/transport equipment. Growth strategy clear: processing + regional expansion.Still lacks financing clarity.",3,"Current: milk production, fodder production, local distribution. Aspirational: full processing + regional market supply. Still at early-stage integration.",4,Inclusivity: Majority women (12/18 workforce). Sustainability: Use of manure for soil fertility; fodder production for resilience. Needs broader adoption of environmental initiatives.,,Tier 2,80,60,80,80,60,80,8,12,16,20,9,8,73,0,73,113,
